-9.81554918e-02	 -1.82327755e-01
9.30012640e-01	 4.63474318e-02
2.06884664e+00	 -1.41432758e-01
2.98692619e+00	 -1.39574840e-01
3.84228399e+00	 1.75877980e-01
5.03236074e+00	 -2.11726725e-01
5.86768100e+00	 1.12745002e-02
6.83121085e+00	 -1.17010714e-01
8.10477606e+00	 1.66498897e-01
9.15338192e+00	 1.31625118e-01
9.77515441e+00	 1.60836910e-01
1.09985602e+01	 8.98392913e-04
1.21163099e+01	 -2.14403942e-01
1.29719059e+01	 -9.95564931e-02
1.38946435e+01	 -2.15867337e-01
1.49733145e+01	 -1.48099331e-01
1.57924763e+01	 2.23388187e-02
1.71189531e+01	 -5.56905921e-02
1.79814224e+01	 -2.16112496e-01
1.89555874e+01	 2.45068100e-02
1.99390980e+01	 8.80390392e-02
2.08686642e+01	 -2.89379574e-02
2.19524482e+01	 -8.82728546e-02
2.31683562e+01	 -2.32513918e-02
2.37759252e+01	 -1.84116347e-01
2.50402342e+01	 -3.37856868e-02
2.58405786e+01	 -2.04452610e-01
2.67849211e+01	 1.08039389e-01
2.80405978e+01	 -2.10699450e-01
2.88004165e+01	 -7.77083085e-02
2.99407915e+01	 -4.30992262e-02
3.10463972e+01	 1.48390813e-02
3.21541117e+01	 5.86936382e-02
3.28029885e+01	 -7.94546760e-02
3.38532191e+01	 1.64334057e-01
3.49171641e+01	 -1.10306957e-01
3.58941904e+01	 1.33810756e-01
3.70810139e+01	 -1.33742061e-01
3.81935824e+01	 -1.21688911e-01
3.90644105e+01	 -1.47592626e-01
3.99359406e+01	 1.80686636e-01
4.09748611e+01	 -1.71910052e-01
4.19845263e+01	 -1.99767165e-02
4.28932217e+01	 9.41258009e-02
4.40153338e+01	 1.06893631e-01
4.49032587e+01	 6.64082840e-02
4.57871842e+01	 9.85235461e-02
4.71160818e+01	 1.71806694e-01
4.81397967e+01	 -1.64965547e-01
4.90651466e+01	 -1.68417948e-01
5.01129382e+01	 5.75882147e-02
5.08780621e+01	 8.17502889e-03
5.21536567e+01	 8.67949652e-02
5.29465518e+01	 8.40213228e-02
5.38784397e+01	 -5.49425090e-02
5.50487184e+01	 -1.35389482e-01
5.61100246e+01	 6.10399846e-02
5.70820172e+01	 -1.80629285e-01
5.79531156e+01	 1.59205245e-01
5.91200062e+01	 -7.19883407e-02
5.99912344e+01	 1.08635902e-02
6.09686275e+01	 5.46456707e-02
6.20007137e+01	 -1.00584398e-01
6.31953130e+01	 -1.36282518e-01
6.41522305e+01	 2.15210637e-01
6.51371472e+01	 -6.90023108e-02
6.61760210e+01	 3.78292427e-02
6.70013881e+01	 -4.99397430e-02
6.81430852e+01	 -2.28430027e-02
6.90975543e+01	 -1.10176499e-01
7.00502372e+01	 2.03134799e-01
7.09651051e+01	 -2.01302720e-01
7.20777329e+01	 2.22540212e-01
7.28485794e+01	 -1.80583908e-01
7.38195736e+01	 1.49129127e-01
7.51665531e+01	 -4.84568117e-02
7.60076998e+01	 -1.69193130e-01
7.71207108e+01	 1.23701866e-01
7.78467460e+01	 5.58777704e-02
7.91825622e+01	 -1.42146809e-01
7.98926917e+01	 2.13709429e-01
8.09360030e+01	 7.01594132e-02
8.18902798e+01	 -1.11979588e-01
8.27941792e+01	 1.86624033e-01
8.41803154e+01	 2.66054760e-02
8.51112359e+01	 -8.30570708e-02
8.58166399e+01	 -2.23741431e-01
8.69409635e+01	 6.73990056e-02
8.80289342e+01	 2.18150975e-02
8.88893754e+01	 -3.11721228e-02
9.00522785e+01	 -9.40218130e-02
9.11103820e+01	 -3.04820209e-02
9.21643196e+01	 1.14931585e-01
9.31189966e+01	 1.28506740e-01
9.39456045e+01	 -1.77977277e-01
9.51173605e+01	 1.95461749e-01
9.59064628e+01	 -1.08476769e-01
9.69171364e+01	 8.16541788e-02
9.77799045e+01	 -1.89061763e-01
9.87850074e+01	 2.11178425e-01
7.84305522e-02	 1.04314838e+00
1.02153969e+00	 9.36565141e-01
1.90622902e+00	 1.17889489e+00
2.95629701e+00	 1.13713648e+00
4.20016011e+00	 1.14304174e+00
5.05122037e+00	 7.80615980e-01
5.90281065e+00	 8.18785862e-01
7.18048244e+00	 1.08270099e+00
7.79907227e+00	 8.01481006e-01
9.14910770e+00	 8.09109310e-01
9.85944389e+00	 1.03190004e+00
1.07948403e+01	 1.03897500e+00
1.17878113e+01	 1.02045128e+00
1.27867122e+01	 7.88122650e-01
1.41566326e+01	 1.03806999e+00
1.50941567e+01	 1.19717471e+00
1.61965470e+01	 1.05655842e+00
1.68367178e+01	 7.83459578e-01
1.81846716e+01	 1.00994598e+00
1.92088088e+01	 9.03672806e-01
2.01314732e+01	 9.92019082e-01
2.08589756e+01	 9.32586499e-01
2.21388097e+01	 8.79667974e-01
2.31804919e+01	 1.08701555e+00
2.39978248e+01	 8.20352614e-01
2.49125307e+01	 9.94459333e-01
2.58597590e+01	 8.86956584e-01
2.70680778e+01	 8.92579497e-01
2.78905168e+01	 1.18452852e+00
2.90453592e+01	 9.98526207e-01
2.97901652e+01	 1.04330720e+00
3.09829728e+01	 1.22426326e+00
3.18607875e+01	 8.62528868e-01
3.29235024e+01	 1.09684398e+00
3.40770995e+01	 1.00765950e+00
3.51808045e+01	 1.15611586e+00
3.61950061e+01	 1.00560369e+00
3.71972995e+01	 1.00800550e+00
3.79112885e+01	 1.01271710e+00
3.91107538e+01	 1.19082830e+00
4.00309723e+01	 1.03325251e+00
4.11340175e+01	 1.19593883e+00
4.19365683e+01	 8.89029411e-01
